id,address,postcode,public_body,removal_proposal_sent,public_body_representation_made,bt_initial_decision,bt_initial_decision_date,public_body_review_requested,bt_final_decision,bt_final_decision_date,latitude,longitude,geocoded_postcode,geocoding_status
1861,Junction Jack St Low Waters Road Hamilton,ML3 7LG,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.765981,-4.041032,ML3 7LG,ok
1862,At Kerr Cres Fairhill Avenue Hamilton,ML3 8JP,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.76326,-4.051712,ML3 8JP,ok
1863,At Parkview Overtown Road Waterloo Wishaw,ML2 8EW,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.764182,-3.897622,ML2 8EW,ok
1864,Outside Low Waters Post Office Birkhall Road Hamilton,ML3 8BG,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.755851,-4.048694,ML3 8BG,ok
1865,Junction Coatshill Ave Glasgow Road Blantyre Glasgow,G72 9HN,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.796633,-4.100434,G72 9HN,ok
1866,Russell Street Hamilton,ML3 0QP,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.78383,-4.077976,ML3 0QP,ok
1867,Biggar Road Libberton Lanark,ML11 8LT,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.6715,-3.608434,ML11 8LT,ok
1868,Bent Road Hamilton,ML3 6QB,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.771253,-4.04397,ML3 6QB,ok
1869,Junction Stonelaw Rd Johnstone Drive Rutherglen Glasgow,G73 2PT,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.824302,-4.213218,G73 2PT,ok
1870,Outside 35A High Street Iver,SL0 9ND,South Bucks District,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,51.520025,-0.505522,SL0 9ND,ok
1871,Adjacent To 100 Dukes Road Cambuslang Glasgow,G72 7AH,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.818613,-4.188647,G72 7AH,ok
1872,Cruachan Road Rutherglen Glasgow,G73 5EL,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.808348,-4.190225,G73 5EL,ok
1873,Outside Hairmyres Station Hairmyres Station Newhouse Road East Kilbride Glasgow,G75 8RQ,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.748746,-4.239913,G75 8RQ,ok
1874,At Bairdhill Telford Road East Kilbride Glasgow,G75 0HW,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.75794,-4.173915,G75 0HW,ok
1875,Adjacent To No.22 Strathfillan Road East Kilbride Glasgow,G74 1DA,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.765926,-4.187303,G74 1DA,ok
1876,Main Street Symington Biggar,ML12 6LL,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.597121,-3.592487,ML12 6LL,ok
1877,Sub Post Office Dalmellington Road Straiton Maybole,KA19 7NG,South Ayrshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.312511,-4.551033,KA19 7NG,ok
1878,Adjacent To Sub Post Office Main Road Kirkoswald Maybole,KA19 8HY,South Ayrshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.330343,-4.774897,KA19 8HY,ok
1879,Opposite 10 At Kings Gait Dalrymple Street Girvan,KA26 9AE,South Ayrshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.242539,-4.855688,KA26 9AE,ok
1880,Outside No.88 Stars Newshop Knolton Way Slough,SL2 5TL,Slough (B),06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,51.522879,-0.574446,SL2 5TL,ok
1881,Outside 584 London Road London Road Slough,SL3 8QF,Slough (B),06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,51.488269,-0.53439,SL3 8QF,ok
1882,At Main St Richmond Drive Rutherglen Glasgow,G73 3JJ,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.824647,-4.195516,G73 3JJ,ok
1883,Lamington Village Lamington Biggar,ML12 6HW,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.566935,-3.613801,ML12 6HW,ok
1884,Titchfield Road Troon,KA10 6AN,South Ayrshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.541099,-4.671491,KA10 6AN,ok
1885,Outside Heathfield Stores Heathfield Road Ayr,KA8 9DT,South Ayrshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.481188,-4.60993,KA8 9DT,ok
1886,Junction Roker Baths Rd Bede Street Sunderland,SR6 0NS,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.921114,-1.369408,SR6 0NS,ok
1887,Belmont Road Ironbridge Telford,TF8 7QT,Telford and Wrekin (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,52.628718,-2.478396,TF8 7QT,ok
1888,Nr The War Memorial Church Road Kings Somborne Stockbridge,SO20 6NU,Test Valley District,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,51.076774,-1.486046,SO20 6NU,ok
1889,"Outside 63-63A, Croydon Road, Caterham",CR3 6PD,Tandridge District,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,51.284283,-0.079094,CR3 6PD,ok
1890,Coppice Road Whitnash Leamington Spa,CV31 2JE,Warwick District,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,52.2661,-1.524859,CV31 2JE,ok
1891,Church Hill Bishops Tachbrook Leamington Spa,CV33 9RJ,Warwick District,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,52.249407,-1.541252,CV33 9RJ,ok
1892,Spinney Hill Warwick,CV34 5SF,Warwick District,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,52.293421,-1.57411,CV34 5SF,ok
1893,Castle Green Kenilworth,CV8 1NE,Warwick District,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,52.349277,-1.591631,CV8 1NE,ok
1894,Listed Kiosk A509 South Street Isham Kettering,NN14 1HP,Wellingborough District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,52.356196,-0.698667,NN14 1HP,ok
1895,Junction Scampton Way Riseholme Road Gainsborough,DN21 1NJ,West Lindsey District,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.391784,-0.759305,DN21 1NJ,ok
1896,Opposite School House Thoresway Market Rasen,LN8 3UY,West Lindsey District,07/03/2025,Yes,Remove,06/06/2025,No,Retain,06/06/2025,53.454316,-0.243426,LN8 3UY,ok
1897,High Street Glentham Market Rasen,LN8 2EQ,West Lindsey District,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.399964,-0.493503,LN8 2EQ,ok
1898,Gospel Hall Dedridge East Livingston,EH54 6JQ,West Lothian,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,55.883563,-3.498139,EH54 6JQ,ok
1899,Crofthead Centre Templar Rise Livingston,EH54 6DG,West Lothian,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,55.874903,-3.525057,EH54 6DG,ok
1900,Behind War Memorial Holyport Street Holyport Maidenhead,SL6 2JU,Windsor and Maidenhead (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,51.492845,-0.714406,SL6 2JU,ok
1901,Junction Of New Chester Rd 1 Magazine Road Wirral,CH62 3LH,Wirral District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.342438,-2.978073,CH62 3LH,ok
1902,Junction Of Allport Rd New Chester Road Wirral,CH62 6AU,Wirral District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.32499,-2.971458,CH62 6AU,ok
1903,Junction Sea Road Fulwell Road Sunderland,SR6 9AD,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.929275,-1.381842,SR6 9AD,ok
1904,Barmston Way Washington,NE38 8EB,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.904102,-1.50504,NE38 8EB,ok
1905,Opposite 30-41 Emsworth Square Sunderland,SR5 2QD,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.926739,-1.401355,SR5 2QD,ok
1906,Junction Tunstall Road Queen Alexandra Road Sunderland,SR2 9HN,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.88863,-1.3822,SR2 9HN,ok
1907,Blackfell Village Centre Washington,NE37 1LL,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.903824,-1.546947,NE37 1LL,ok
1908,Outside 28 Mitchell Avenue Thornaby Stockton-On-Tees,TS17 9AF,Stockton-on-Tees (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.547038,-1.284011,TS17 9AF,ok
1909,Cowpen Bewley Billingham,TS23 4HS,Stockton-on-Tees (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.616116,-1.256445,TS23 4HS,ok
1910,Junction Norton Road Victoria Avenue Stockton-On-Tees,TS20 2QB,Stockton-on-Tees (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.57997,-1.312598,TS20 2QB,ok
1911,Rowardennan Glasgow,G63 0AR,Stirling,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,56.157431,-4.641106,G63 0AR,ok
1912,Adjacent Vulcan Works Liverpool Row Newton-Le-Willows,WA12 8SA,St. Helens District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.439866,-2.624984,WA12 8SA,ok
1913,Junction Lorrainn Rd Gainsborough Avenue South Shields,NE34 8NR,South Tyneside District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.962449,-1.428952,NE34 8NR,ok
1914,Junction Pottery La High Street South Hylton Sunderland,SR4 0PZ,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.905177,-1.450021,SR4 0PZ,ok
1915,Opposite 225 Harton Lane South Shields,NE34 0LX,South Tyneside District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.970985,-1.438485,NE34 0LX,ok
1916,Opposite Beehive Inn Mile End Road South Shields,NE33 1TF,South Tyneside District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,55.003824,-1.437026,NE33 1TF,ok
1917,Outside Sub Post Office Lowerfield Farington Moss Leyland,PR26 6QQ,South Ribble District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.716937,-2.703862,PR26 6QQ,ok
1918,Near Of 2 Bannister Lane Bannister Lane Farington Moss Leyland,PR26 6PT,South Ribble District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.706579,-2.712051,PR26 6PT,ok
1919,Vigo Lane Harraton Washington,NE38 9AH,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.880871,-1.531977,NE38 9AH,ok
1920,Junction Of Nesham Place Market Place Houghton Le Spring,DH5 8AH,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.8434,-1.460998,DH5 8AH,ok
1921,Jcn. Clinton Place Woodside Grove Sunderland,SR3 3SH,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.868074,-1.436456,SR3 3SH,ok
1922,Sunningdale Road Sunderland,SR3 4HE,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.888851,-1.423305,SR3 4HE,ok
1923,Junction Stanhope Rd Garrick Street South Shields,NE33 4JT,South Tyneside District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.984181,-1.431628,NE33 4JT,ok
1924,Junction Village Lane The Avenue Washington,NE38 7LE,Sunderland District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,54.902282,-1.51732,NE38 7LE,ok
1925,Opposite Buck Inn Paythorne Clitheroe,BB7 4JD,Ribble Valley District (B),07/03/2025,Yes,Remove,06/06/2025,Yes,,,53.964566,-2.256387,BB7 4JD,ok
1926,1 Travellers Lane Hatfield,AL10 8SE,Welwyn Hatfield District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,51.753828,-0.226712,AL10 8SE,ok
1927,Outside Town Clerk Building Load Street Bewdley,DY12 2AF,Wyre Forest District,07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,52.375857,-2.314556,DY12 2AF,ok
1928,Springfield Blvd Ravensbourne Place Springfield Milton Keynes,MK6 3HL,Milton Keynes (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,52.041016,-0.738555,MK6 3HL,ok
1929,Junction Of The Green Marsh End Road Newport Pagnell,MK16 8EA,Milton Keynes (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,52.08452,-0.729011,MK16 8EA,ok
1930,Outside Duke William P/H Chapel Hill Longridge Preston,PR3 3JY,Ribble Valley District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.826374,-2.601722,PR3 3JY,ok
1931,Opposite 1 Mardale Road Mardale Road Longridge Preston,PR3 3FQ,Ribble Valley District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.821912,-2.609679,PR3 3FQ,ok
1932,Mere Syke Wigglesworth Skipton,BD23 4SN,Ribble Valley District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.987367,-2.310057,BD23 4SN,ok
1933,Stoney Gate Ln Opposite Hotel Clitheroe Road Knowle Green Preston,PR3 2YQ,Ribble Valley District (B),07/03/2025,Yes,Remove,06/06/2025,No,Remove,06/06/2025,53.838812,-2.547588,PR3 2YQ,ok
1934,Junction Lancaster Rd/Graham Rd Lancaster Road Cabus Preston,PR3 1JE,Wyre District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.912297,-2.776,PR3 1JE,ok
1935,Outside Langho Sub Post Office Whalley Road Langho Blackburn,BB6 8EF,Ribble Valley District (B),07/03/2025,Yes,Remove,06/06/2025,Yes,,,53.802228,-2.451227,BB6 8EF,ok
1936,Sunnyside Avenue O/S104 The Kiosk Whalley Road Wilpshire Blackburn,BB1 9LJ,Ribble Valley District (B),07/03/2025,Yes,Retain,06/06/2025,No,Retain,06/06/2025,53.791938,-2.467298,BB1 9LJ,ok
1937,Opposite Forest Becks Farm Settle Road Bolton By Bowland Clitheroe,BB7 4NU,Ribble Valley District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.956867,-2.328711,BB7 4NU,ok
1938,Wych Hill Rise Woking,GU22 0ES,Woking District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,51.30865,-0.573418,GU22 0ES,ok
1939,Nr Railway Station Settle Road Newsholme Clitheroe,BB7 4JF,Ribble Valley District (B),07/03/2025,Yes,Remove,06/06/2025,Yes,,,53.960612,-2.243119,BB7 4JF,ok
1940,The Shireburn Arms Hotel Longridge Road Hurst Green Clitheroe,BB7 9QW,Ribble Valley District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.834198,-2.485911,BB7 9QW,ok
1941,Adjacent To Lynwood 1 Whalley Road Pendleton Clitheroe,BB7 1PP,Ribble Valley District (B),07/03/2025,No,Remove,06/06/2025,No,Remove,06/06/2025,53.852914,-2.397199,BB7 1PP,ok
1942,Llanwnnen Lampeter,SA48 7JT,Sir Ceredigion - Ceredigion,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,52.103785,-4.142115,SA48 7JT,ok
1943,Post Office Llanfair Clydogau Lampeter,SA48 8LA,Sir Ceredigion - Ceredigion,10/03/2025,Yes,Remove,09/06/2025,No,Remove,09/06/2025,52.143798,-4.015741,SA48 8LA,ok
1944,Waunfawr Aberystwyth,SY23 3QD,Sir Ceredigion - Ceredigion,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,52.417395,-4.058297,SY23 3QD,ok
1945,Jnctn Terrace Rd North Parade Aberystwyth,SY23 2NF,Sir Ceredigion - Ceredigion,10/03/2025,Yes,Remove,09/06/2025,No,Remove,09/06/2025,52.415952,-4.081626,SY23 2NF,ok
1946,Welfare Car Park High Street Borth,SY24 5JD,Sir Ceredigion - Ceredigion,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,52.487011,-4.050838,SY24 5JD,ok
1947,Mountain Rd Abergwesty Rd The Square Tregaron,SY25 6JL,Sir Ceredigion - Ceredigion,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,52.219821,-3.933199,SY25 6JL,ok
1948,Pennant Llandrillo Corwen,LL21 0SN,Sir Ddinbych - Denbighshire,10/03/2025,No,Remove,09/06/2025,No,Retain,09/06/2025,52.931318,-3.42368,LL21 0SN,ok
1949,Opp. No 10 Elwy Crescent St. Asaph,LL17 0NB,Sir Ddinbych - Denbighshire,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,53.258316,-3.451113,LL17 0NB,ok
1950,Llantysilio Llangollen,LL20 8DD,Sir Ddinbych - Denbighshire,10/03/2025,No,Remove,09/06/2025,Yes,Retain,11/12/2025,52.989357,-3.188934,LL20 8DD,ok
1951,Near Abadam Arms Porthyrhyd Carmarthen,SA32 8PL,Sir Gaerfyrddin - Carmarthenshire,10/03/2025,Yes,Retain,09/06/2025,No,Retain,09/06/2025,51.822693,-4.150913,SA32 8PL,ok
1952,Aberarth Aberaeron,SA46 0LP,Sir Ceredigion - Ceredigion,10/03/2025,Yes,Remove,09/06/2025,No,Remove,09/06/2025,52.252648,-4.229073,SA46 0LP,ok
1953,Opposite Rose & Crown Rhosamman Ammanford,SA18 1DW,Sir Gaerfyrddin - Carmarthenshire,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.809764,-3.841516,SA18 1DW,ok
1954,Llanfynydd Carmarthen,SA32 7TG,Sir Gaerfyrddin - Carmarthenshire,10/03/2025,Yes,Retain,09/06/2025,No,Retain,09/06/2025,51.926748,-4.097458,SA32 7TG,ok
1955,Blue Boar Square St. Clears Carmarthen,SA33 4AG,Sir Gaerfyrddin - Carmarthenshire,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.819761,-4.499267,SA33 4AG,ok
1956,Wayleave Pp678 Newport Road New Inn Pontypool,NP4 0NT,Tor-faen - Torfaen,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.685169,-3.006045,NP4 0NT,ok
1957,Snail Creep Terrace Cwmavon Pontypool,NP4 8XE,Tor-faen - Torfaen,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.748285,-3.059783,NP4 8XE,ok
1958,Ludlow Close Llanyravon Cwmbran,NP44 8JQ,Tor-faen - Torfaen,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.643552,-3.005528,NP44 8JQ,ok
1959,High Street Overton Wrexham,LL13 0DT,Wrecsam - Wrexham,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,52.970815,-2.935143,LL13 0DT,ok
1960,The Harbour Saundersfoot,SA69 9HE,Sir Benfro - Pembrokeshire,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.710794,-4.699041,SA69 9HE,ok
1961,Nr 23 John St John Street Abercwmboi Aberdare,CF44 6BL,Rhondda Cynon Taf - Rhondda Cynon Taf,10/03/2025,No,Remove,04/11/2025,No,Remove,04/11/2025,51.689657,-3.41069,CF44 6BL,ok
1962,Brynmeurig Tregynwr Carmarthen,SA31 2EF,Sir Gaerfyrddin - Carmarthenshire,10/03/2025,Yes,Remove,09/06/2025,No,Remove,09/06/2025,51.848439,-4.296875,SA31 2EF,ok
1963,Crossroads Panteg Cross Llandysul,SA44 4SH,Sir Ceredigion - Ceredigion,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,52.075423,-4.361426,SA44 4SH,ok
1964,Nr Station Entrance Bridge Street Troedyrhiw Merthyr Tydfil,CF48 4JU,Merthyr Tudful - Merthyr Tydfil,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.712638,-3.346502,CF48 4JU,ok
1965,Junction Taylor Road Litchard Terrace Bridgend,CF31 1PL,Pen-y-bont ar Ogwr - Bridgend,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.521741,-3.575038,CF31 1PL,ok
1966,Killay Shopping Precinct Gower Road Killay Swansea,SA2 7AJ,Abertawe - Swansea,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.617941,-4.018656,SA2 7AJ,ok
1967,Llanmadoc Swansea,SA3 1DE,Abertawe - Swansea,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.617228,-4.255335,SA3 1DE,ok
1968,Wayleave Pp95 Reynoldston Swansea,SA3 1AD,Abertawe - Swansea,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.587341,-4.194822,SA3 1AD,ok
1969,Conway Road Penlan Swansea,SA5 7BD,Abertawe - Swansea,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.643497,-3.963494,SA5 7BD,ok
1970,Jctn Maes Yr Haf Trallwn Road Llansamlet Swansea,SA7 9UQ,Abertawe - Swansea,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.657139,-3.888988,SA7 9UQ,ok
1971,Outside No 35 Colwyn Avenue Winch Wen Swansea,SA1 7EE,Abertawe - Swansea,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.650023,-3.901949,SA1 7EE,ok
1972,Capel Buildings Clydach Swansea,SA6 5LW,Abertawe - Swansea,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.696337,-3.890636,SA6 5LW,ok
1973,Jnt Bishwell Road Gorwydd Road Gowerton Swansea,SA4 3AN,Abertawe - Swansea,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.644191,-4.030577,SA4 3AN,ok
1974,Outside Dulais Glen Hotel St. Teilo Street Pontarddulais Swansea,SA4 8TH,Abertawe - Swansea,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.715658,-4.04442,SA4 8TH,ok
1975,Maindee Road Cwmfelinfach Newport,NP11 7HQ,Caerffili - Caerphilly,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.619193,-3.179438,NP11 7HQ,ok
1976,Bloomfield Road Blackwood,NP12 1QB,Caerffili - Caerphilly,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.669603,-3.199573,NP12 1QB,ok
1977,High St Junction Of High Street Station Road Llanbradach Caerphilly,CF83 3LF,Caerffili - Caerphilly,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.604034,-3.231794,CF83 3LF,ok
1978,Newport Road Trethomas Caerphilly,CF83 8BY,Caerffili - Caerphilly,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.591363,-3.183812,CF83 8BY,ok
1979,Cae Perllan Road Newport,NP20 3FU,Casnewydd - Newport,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.578717,-3.009089,NP20 3FU,ok
1980,Aberpwll Y Felinheli,LL56 4JY,Gwynedd - Gwynedd,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,53.190415,-4.196782,LL56 4JY,ok
1981,Maes Barcer Est Caer Garreg Caernarfon,LL55 2DT,Gwynedd - Gwynedd,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,53.139667,-4.258514,LL55 2DT,ok
1982,Islawrdref Dolgellau,LL40 1TL,Gwynedd - Gwynedd,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,52.725238,-3.920146,LL40 1TL,ok
1983,Outside The Post Office Llangian Pwllheli,LL53 7LP,Gwynedd - Gwynedd,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,52.831987,-4.533444,LL53 7LP,ok
1984,Opposite The Rivals Inn Llanaelhaearn Caernarfon,LL54 5AG,Gwynedd - Gwynedd,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,52.973769,-4.401808,LL54 5AG,ok
1985,Outside Royal Hotel The Esplanade,DT4 7AA,Weymouth and Portland District (B),10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,50.612308,-2.454077,DT4 7AA,ok
1986,Outside Post Office Wyndham Street Bridgend,CF31 1EF,Pen-y-bont ar Ogwr - Bridgend,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.507035,-3.578652,CF31 1EF,ok
1987,Heol Llangeinor / Bettws Rd Llangeinor Bridgend,CF32 8PF,Pen-y-bont ar Ogwr - Bridgend,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,51.577059,-3.566745,CF32 8PF,ok
1988,Outside Post Office Llandderfel Bala,LL23 7HP,Gwynedd - Gwynedd,10/03/2025,Yes,Remove,09/06/2025,No,Remove,09/06/2025,52.921429,-3.515207,LL23 7HP,ok
1989,Outside Rose Lodge A528 Erbistock Wrexham,LL13 0DD,Wrecsam - Wrexham,10/03/2025,No,Remove,09/06/2025,No,Remove,09/06/2025,52.986162,-2.964135,LL13 0DD,ok
1990,Junction Of Heol Y Plwyf Tai Newydd Ynysybwl Pontypridd,CF37 3LA,Rhondda Cynon Taf - Rhondda Cynon Taf,10/03/2025,No,Remove,04/11/2025,No,Remove,04/11/2025,51.642308,-3.363277,CF37 3LA,ok
1991,Adjacent To Car Park Ashlea Road The Willows Egremont,CA22 2HT,Copeland District (B),11/03/2025,No,Remove,10/06/2025,No,Remove,10/06/2025,54.482614,-3.547112,CA22 2HT,ok
1992,Car Park Main Road Horton-In-Ribblesdale Settle,BD24 0HF,Craven District,11/03/2025,Yes,Remove,10/06/2025,Yes,Retain,11/12/2025,54.149349,-2.295912,BD24 0HF,ok
1993,Elm Tree Square Embsay Skipton,BD23 6RA,Craven District,11/03/2025,Yes,Remove,10/06/2025,Yes,Retain,11/12/2025,53.979922,-1.988121,BD23 6RA,ok
1994,Masons Arms Car Park Barden Road Eastby Skipton,BD23 6SN,Craven District,11/03/2025,Yes,Remove,10/06/2025,Yes,Retain,11/12/2025,53.98586,-1.972961,BD23 6SN,ok
1995,Kiosk 238 Upper Benefield Po Main Street Upper Benefield Peterborough,PE8 5AN,East Northamptonshire District,11/03/2025,No,Remove,10/06/2025,No,Remove,10/06/2025,52.492946,-0.560553,PE8 5AN,ok
1996,Bearshank House Wadenhoe Peterborough,PE8 5SX,East Northamptonshire District,11/03/2025,No,Remove,10/06/2025,No,Remove,10/06/2025,52.440749,-0.513601,PE8 5SX,ok
1997,High Street Higham Ferrers Rushden,NN10 8DD,East Northamptonshire District,11/03/2025,No,Remove,10/06/2025,No,Remove,10/06/2025,52.303441,-0.595349,NN10 8DD,ok
